0,1,2,3,4,5,6,7,8,orgaos,unidade,programas,numero de acoes
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
26.130.5113.4913,EGULAÇÃO E FISCALIZAÇÃO DAS CONCESSÕESODOVIÁRIAS,,,40.979.764,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
,,OUTRAS DESPESASCORRENTES,,40.979.764,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
,,,RÓPRIOS,40.979.764,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
,,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
PRODUTO:,ONCESSÕES RODOVIÁRIAS REGULADAS E FISCALIZADAS,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
INDICADOR DEPRODUTO:,ÚMERO DE CONTRATOS DE CONCESSÃO DE RODOVIAS GERIDOS (unidade),,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
META:,2,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
26.122.5113.6092,ESTÃO ADMINISTRATIVA,,,163.515.844,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
,,PESSOAL E ENCARGOSSOCIAIS,,57.523.879,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
,,,RÓPRIOS,57.523.879,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
,,OUTRAS DESPESASCORRENTES,,105.991.955,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
,,,RÓPRIOS,105.991.955,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
,,INVESTIMENTOS,,10,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
,,,RÓPRIOS,10,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
,,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
,,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
,,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
,,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
26.130.5113.6264,EGULAÇÃO E FISCALIZAÇÃO DAS CONCESSÕES DEEROPORTOS,,,10,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
,,OUTRAS DESPESASCORRENTES,,10,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
,,,RÓPRIOS,10,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
,,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
PRODUTO:,ONCESSÕES DE AEROPORTOS REGULADAS E FISCALIZADAS,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
INDICADOR DEPRODUTO:,ÚMERO DE CONTRATOS DE CONCESSÕES DE AEROPORTOS GERIDOS (unidade),,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
,,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
26.130.5113.6314,EGULAÇÃO E FISCALIZAÇÃO DOS NOVOS MODAIS DERANSPORTE.,,,10,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
,,OUTRAS DESPESASCORRENTES,,10,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
,,,RÓPRIOS,10,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
,,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
PRODUTO:,ONCESSÕES DE NOVOS MODAIS DE TRANSPORTE,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
INDICADOR DEPRODUTO:,ÚMERO DE CONTRATOS DE CONCESSÕES (unidade),,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
,,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
,,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
roposta Orçamentária 2020,Governo do Estado de São Paulo,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
#251056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP#2,,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,"Valores em R$ 1,00",,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51055 - AGÊNCIA REG.SERV.DELEGADOS TRANSPORTES-ARTESP,PROGRAMA:     5113    DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DE TRANSPORTEDELEGADOS,5
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
25.130.5114.5755,ISCALIZAÇÃO DOS SERVIÇOS DE ENERGIA ELÉTRICA,,,16.061.962,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
,,ESSOAL E ENCARGOSOCIAIS,,5.962.349,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
,,,INCULADOS FEDERAIS,5.962.349,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
,,UTRAS DESPESASORRENTES,,10.099.613,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
,,,RÓPRIOS,10.000,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
,,,INCULADOS FEDERAIS,10.089.613,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
,,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
PRODUTO:,ISCALIZAÇÕES DE ENERGIA ELÉTRICA REALIZADAS NO ÂMBITO DO CONVÊNIO COM A ANEEL,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
INDICADOR DEPRODUTO:,"ÚMERO DE FISCALIZAÇÕES, RELATÓRIOS E TRABALHOS TÉCNICOS REALIZADOS, CONFORME CONTRATOS DEETAS CELEBRADOS ANUALMENTE COM A ANEEL (unidade)",,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
META:,10,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
17.130.5114.5794,EGULAÇÃO E FISCALIZAÇÃO DOS SERVIÇOS PÚBLICOS DEANEAMENTO BÁSICO,,,9.274.658,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
,,ESSOAL E ENCARGOSOCIAIS,,1.000,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
,,,RÓPRIOS,1.000,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
,,UTRAS DESPESASORRENTES,,9.273.658,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
,,,RÓPRIOS,9.273.658,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
,,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
PRODUTO:,EGULAÇÃO E FISCALIZAÇÃO DOS SERVIÇOS DE SANEAMENTO BÁSICO,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
INDICADOR DEPRODUTO:,ÚMERO DE FISCALIZAÇÕES E AÇÕES REGULATÓRIAS DO SANEAMENTO BÁSICO (unidade),,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
META:,05,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
roposta Orçamentária 2020,Governo do Estado de São Paulo,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
25.130.5114.5872,"EGULAÇÃO, CONTROLE E FISCALIZAÇÃO DOS SERVIÇOSE DISTRIB. DE GÁS CANALIZADO",,,4.164.011,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
,,PESSOAL E ENCARGOSSOCIAIS,,1.000,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
,,,PRÓPRIOS,1.000,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
,,OUTRAS DESPESASCORRENTES,,4.163.011,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
,,,PRÓPRIOS,4.163.011,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
,,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
PRODUTO:,EGULAÇÃO E FISCALIZAÇÃO DOS SERVIÇOS DE DISTRIBUIÇÃO DE GÁS CANALIZADO,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
INDICADOR DEPRODUTO:,"ÚMERO DE DOCUMENTOS GERADOS, A PARTIR DAS AÇÕES DE REGULAÇÃO, CONTROLE E FISCALIZAÇÃO DOSERVIÇOS DE DISTRIBUIÇÃO DE GÁS CANALIZADO (unidade)",,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
META:,57,,,,,,,,ÓRGÃO:   51000 - SECRETARIA DE GOVERNO,UNIDADE:   51056 - AGÊNCIA REG.SANEAMENTO E ENERGIA DE SP-ARSESP,"PROGRAMA:     5114    EVOLUÇÃO REGULATÓRIA EM ENERGIA ELÉTRICA, GÁS CANALIZADO E SANEAMENTO BÁSICO",5
