programa,orgao,finialidade_programa,produto,finialidade_produto,indicador_produto,acao,value_indicador_produto
3520 - QUALIFICAÇÃO DO APOIO À GESTÃO MUNICIPAL,35000 - SECRETARIA DE DESENVOLVIMENTO SOCIAL,FINALÍSTICO,PRODUTO: QUALIFICAÇÃO DO APOIO AO MUNICÍPIO,FINALÍSTICO,NÚMERO DE SITUAÇÕES INADEQUADAS APONTADAS NO SISTEMA ESTADUAL (SIGSUAS) (UNIDADE),1825 - REVITALIZAÇÃO DA REDE EXECUTORA,84.0
3520 - QUALIFICAÇÃO DO APOIO À GESTÃO MUNICIPAL,35000 - SECRETARIA DE DESENVOLVIMENTO SOCIAL,FINALÍSTICO,PRODUTO: QUALIFICAÇÃO DO APOIO AO MUNICÍPIO,FINALÍSTICO,"PMAS ELABORADOS, ATUALIZADOS E DELIBERADOS PELOS CMAS (UNIDADE)",1825 - REVITALIZAÇÃO DA REDE EXECUTORA,645.0
3520 - QUALIFICAÇÃO DO APOIO À GESTÃO MUNICIPAL,35000 - SECRETARIA DE DESENVOLVIMENTO SOCIAL,FINALÍSTICO,PRODUTO: CAPACITAÇÃO EM DESENVOLVIMENTO SOCIAL,FINALÍSTICO,CARGA HORÁRIA DE CAPACITAÇÃO EFETUADA (H),6362 - CAPACITAÇÃO DE GESTORES E ATORES SOCIAIS,9961.0
3520 - QUALIFICAÇÃO DO APOIO À GESTÃO MUNICIPAL,35000 - SECRETARIA DE DESENVOLVIMENTO SOCIAL,FINALÍSTICO,PRODUTO: CAPACITAÇÃO EM DESENVOLVIMENTO SOCIAL,FINALÍSTICO,QUANTIDADE DE ATORES CAPACITADOS (UNIDADE),6362 - CAPACITAÇÃO DE GESTORES E ATORES SOCIAIS,25500.0
3520 - QUALIFICAÇÃO DO APOIO À GESTÃO MUNICIPAL,35000 - SECRETARIA DE DESENVOLVIMENTO SOCIAL,FINALÍSTICO,PRODUTO: MONITORAMENTO E AVALIAÇÃO DAS POLÍTICAS DE DESENVOLVIMENTO SOCIAL,MELHORIA DE GESTÃO,PERCENTUAL DE AÇÕES ESTRATÉGICAS AVALIADAS POSITIVAMENTE (%),8320 - MONITORAMENTO E AVALIAÇÃO DAS POLÍTICAS DE DESENVOLVIMENTO SOCIAL,50.0
3520 - QUALIFICAÇÃO DO APOIO À GESTÃO MUNICIPAL,35000 - SECRETARIA DE DESENVOLVIMENTO SOCIAL,FINALÍSTICO,PRODUTO: MONITORAMENTO E AVALIAÇÃO DAS POLÍTICAS DE DESENVOLVIMENTO SOCIAL,MELHORIA DE GESTÃO,PERCENTUAL DE AÇÕES ESTRATÉGICAS MONITORADAS (%),8320 - MONITORAMENTO E AVALIAÇÃO DAS POLÍTICAS DE DESENVOLVIMENTO SOCIAL,66.0
"3703 - PLANEJAMENTO, GESTÃO ESTRATÉGICA E MODERNIZAÇÃO DO TRANSP.METROP. - PITU VIVO",37000 - SECRETARIA DOS TRANSPORTES METROPOLITANOS,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: AQUISIÇÃO DE EQUIPAMENTOS EM APOIO À OPERAÇÃO DA LINHA 9-ESMERALDA DA CPTM,MELHORIA DE GESTÃO,NÚMERO DE PASSAGEIROS TRANSPORTADOS POR ANO (UNIDADE),2296 - MODERNIZAÇÃO DO  SISTEMA METROFERROVIÁRIO METROPOLITANO - BID,180994430.0
"3703 - PLANEJAMENTO, GESTÃO ESTRATÉGICA E MODERNIZAÇÃO DO TRANSP.METROP. - PITU VIVO",37000 - SECRETARIA DOS TRANSPORTES METROPOLITANOS,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: TRENS ENTREGUES PARA SISTEMAS METROFERROVIÁRIO E SOBRE TRILHOS,MELHORIA DE GESTÃO,NÚMERO DE TRENS ENTREGUES (UNIDADE),2464 - MODERNIZAÇÃO DO MATERIAL RODANTE DO SISTEMA METROPOLITANO DE TRANSPORTE,95.0
"3703 - PLANEJAMENTO, GESTÃO ESTRATÉGICA E MODERNIZAÇÃO DO TRANSP.METROP. - PITU VIVO",37000 - SECRETARIA DOS TRANSPORTES METROPOLITANOS,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: TRENS ENTREGUES PARA SISTEMAS METROFERROVIÁRIO E SOBRE TRILHOS,MELHORIA DE GESTÃO,PERCENTUAL DE REALIZAÇÃO DOS CONTRATOS DE FORNECIMENTO (%),2464 - MODERNIZAÇÃO DO MATERIAL RODANTE DO SISTEMA METROPOLITANO DE TRANSPORTE,61.17
"3703 - PLANEJAMENTO, GESTÃO ESTRATÉGICA E MODERNIZAÇÃO DO TRANSP.METROP. - PITU VIVO",37000 - SECRETARIA DOS TRANSPORTES METROPOLITANOS,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: ESTUDOS TÉCNICOS PARA GESTÃO INTEGRADA DO SISTEMA DE TRANSPORTE,MELHORIA DE GESTÃO,NÚMERO DE CONTRATOS VIGENTES (UNIDADE),"4288 - PLANEJAMENTO, GESTÃO E EXECUÇÃO DE AÇÕES DO SISTEMA DE TRANSPORTE METROPOLITANO",5.0
"3703 - PLANEJAMENTO, GESTÃO ESTRATÉGICA E MODERNIZAÇÃO DO TRANSP.METROP. - PITU VIVO",37000 - SECRETARIA DOS TRANSPORTES METROPOLITANOS,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: ESTUDOS TÉCNICOS PARA GESTÃO INTEGRADA DO SISTEMA DE TRANSPORTE,MELHORIA DE GESTÃO,NÚMERO DE ESTUDOS TÉCNICOS E ANÁLISES REALIZADOS (UNIDADE),"4288 - PLANEJAMENTO, GESTÃO E EXECUÇÃO DE AÇÕES DO SISTEMA DE TRANSPORTE METROPOLITANO",12.0
"3703 - PLANEJAMENTO, GESTÃO ESTRATÉGICA E MODERNIZAÇÃO DO TRANSP.METROP. - PITU VIVO",37000 - SECRETARIA DOS TRANSPORTES METROPOLITANOS,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: AQUISIÇÃO DE EQUIPAMENTOS EM APOIO À OPERAÇÃO DA LINHA 11 - CORAL DA CPTM,MELHORIA DE GESTÃO,NÚMERO DE PASSAGEIROS TRANSPORTADOS POR ANO (UNIDADE),2297 - MODERNIZAÇÃO DO MATERIAL RODANTE-SISTEMA FERROVIÁRIO METROPOLITANO BIRD,216131060.0
"3703 - PLANEJAMENTO, GESTÃO ESTRATÉGICA E MODERNIZAÇÃO DO TRANSP.METROP. - PITU VIVO",37000 - SECRETARIA DOS TRANSPORTES METROPOLITANOS,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,"PRODUTO: AQUISIÇÃO DE EQUIPAMENTOS-APOIO À OPERAÇÃO DAS LINHAS 7,12 CPTM E 1,2,3 METRÔ",MELHORIA DE GESTÃO,NÚMERO DE PASSAGEIROS TRANSPORTADOS POR ANO (UNIDADE),2298 - MODERNIZAÇÃO DOS SISTEMAS METROVIÁRIO E FERROVIÁRIO - BIRD/JBIC,238588110.0
"3703 - PLANEJAMENTO, GESTÃO ESTRATÉGICA E MODERNIZAÇÃO DO TRANSP.METROP. - PITU VIVO",37000 - SECRETARIA DOS TRANSPORTES METROPOLITANOS,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,"PRODUTO: AQUISIÇÃO DE EQUIPAMENTOS-APOIO À OPERAÇÃO DAS LINHAS 7,12 CPTM E 1,2,3 METRÔ",MELHORIA DE GESTÃO,PERCENTUAL DE REALIZAÇÃO DOS CONTRATOS DE FORNECIMENTO - LINHAS 7 E 12 (%),2298 - MODERNIZAÇÃO DOS SISTEMAS METROVIÁRIO E FERROVIÁRIO - BIRD/JBIC,97.94
"3703 - PLANEJAMENTO, GESTÃO ESTRATÉGICA E MODERNIZAÇÃO DO TRANSP.METROP. - PITU VIVO",37000 - SECRETARIA DOS TRANSPORTES METROPOLITANOS,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: AQUISIÇÃO DE EQUIPAMENTOS EM APOIO À OPERAÇÃO DA LINHA 5 - LILÁS DO METRÔ,MELHORIA DE GESTÃO,NÚMERO DE PASSAGEIROS TRANSPORTADOS POR ANO (UNIDADE),2318 - MODERNIZAÇÃO DO MATERIAL RODANTE DO SISTEMA METROVIÁRIO METROPOLITANO -BIRD,224303550.0
"3703 - PLANEJAMENTO, GESTÃO ESTRATÉGICA E MODERNIZAÇÃO DO TRANSP.METROP. - PITU VIVO",37000 - SECRETARIA DOS TRANSPORTES METROPOLITANOS,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: ESTUDOS TÉCNICOS SOBRE CUSTOS DO SERVIÇO DE TRANSPORTE METROPOLITANO,MELHORIA DE GESTÃO,NÚMERO DE CONTRATOS VIGENTES (UNIDADE),4286 - MONITORAMENTO DA QUALIDADE E DOS CUSTOS DOS SERVIÇOS DE TRANSPORTE METROPOLITANO,2.0
"3703 - PLANEJAMENTO, GESTÃO ESTRATÉGICA E MODERNIZAÇÃO DO TRANSP.METROP. - PITU VIVO",37000 - SECRETARIA DOS TRANSPORTES METROPOLITANOS,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: ESTUDOS TÉCNICOS SOBRE CUSTOS DO SERVIÇO DE TRANSPORTE METROPOLITANO,MELHORIA DE GESTÃO,NÚMERO DE ESTUDOS TÉCNICOS E ANÁLISES REALIZADOS (UNIDADE),4286 - MONITORAMENTO DA QUALIDADE E DOS CUSTOS DOS SERVIÇOS DE TRANSPORTE METROPOLITANO,12.0
"3703 - PLANEJAMENTO, GESTÃO ESTRATÉGICA E MODERNIZAÇÃO DO TRANSP.METROP. - PITU VIVO",37000 - SECRETARIA DOS TRANSPORTES METROPOLITANOS,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: PROJETOS E AÇÕES DE COMUNICAÇÃO SOCIAL E RELAÇÕES INSTITUCIONAIS,MELHORIA DE GESTÃO,NÚMERO DE CONTRATOS RELACIONADOS AO SISTEMA METROPOLITANO E AÇÕES DE COMUNICAÇÃO SOCIAL E RELAÇÕES INSTITUCIONAISDESENVOLVIDOS (UNIDADE),5089 - COMUNICAÇÃO E ARTICULAÇÃO INSTITUCIONAL SOBRE TRANSPORTES METROPOLITANOS,10.0
"3703 - PLANEJAMENTO, GESTÃO ESTRATÉGICA E MODERNIZAÇÃO DO TRANSP.METROP. - PITU VIVO",37000 - SECRETARIA DOS TRANSPORTES METROPOLITANOS,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: PROJETOS E AÇÕES DE COMUNICAÇÃO SOCIAL E RELAÇÕES INSTITUCIONAIS,MELHORIA DE GESTÃO,NÚMERO DE PROJETOS E AÇÕES DE COMUNICAÇÃO SOCIAL E RELAÇÕES INSTITUCIONAIS DESENVOLVIDOS (UNIDADE),5089 - COMUNICAÇÃO E ARTICULAÇÃO INSTITUCIONAL SOBRE TRANSPORTES METROPOLITANOS,12.0
"3708 - EXPANSÃO, MODERNIZAÇÃO E OPERAÇÃO DO TRANSPORTE METROVIÁRIO -PITU EM MARCHA",37000 - SECRETARIA DOS TRANSPORTES METROPOLITANOS,FINALÍSTICO,PRODUTO: ESTUDOS E PROJETOS PARA EXPANSÃO DA REDE METROVIÁRIA,MELHORIA DE GESTÃO,NÚMERO DE PROJETOS FUNCIONAIS CONCLUÍDOS (UNIDADE),1491 - ELABORAÇÃO DE PROJETOS PARA EXPANSÃO DA REDE METROVIÁRIA,1.0
"3708 - EXPANSÃO, MODERNIZAÇÃO E OPERAÇÃO DO TRANSPORTE METROVIÁRIO -PITU EM MARCHA",37000 - SECRETARIA DOS TRANSPORTES METROPOLITANOS,FINALÍSTICO,PRODUTO: ESTUDOS E PROJETOS PARA EXPANSÃO DA REDE METROVIÁRIA,MELHORIA DE GESTÃO,PERCENTUAL DE PROJETOS E ESTUDOS ELABORADOS (%),1491 - ELABORAÇÃO DE PROJETOS PARA EXPANSÃO DA REDE METROVIÁRIA,19.0
3709 - RENOVAÇÃO DO COMPLEXO TURÍSTICO EFCJ,37000 - SECRETARIA DOS TRANSPORTES METROPOLITANOS,FINALÍSTICO,PRODUTO: ESTRADA DE FERRO CAMPOS DO JORDÃO EM FUNCIONAMENTO,FINALÍSTICO,NÚMERO DE USUÁRIOS ATENDIDOS NO PERÍODO (UNIDADE),5819 - OPERAÇÃO DA ESTRADA DE FERRO CAMPOS DO JORDÃO,112887.0
3709 - RENOVAÇÃO DO COMPLEXO TURÍSTICO EFCJ,37000 - SECRETARIA DOS TRANSPORTES METROPOLITANOS,FINALÍSTICO,PRODUTO: ESTRADA DE FERRO CAMPOS DO JORDÃO EM FUNCIONAMENTO,FINALÍSTICO,OFERTA DE LUGARES (UNIDADE),5819 - OPERAÇÃO DA ESTRADA DE FERRO CAMPOS DO JORDÃO,362500.0
3709 - RENOVAÇÃO DO COMPLEXO TURÍSTICO EFCJ,37000 - SECRETARIA DOS TRANSPORTES METROPOLITANOS,FINALÍSTICO,PRODUTO: MODERNIZAÇÃO E EXPANSÃO DO COMPLEXO TURÍSTICO DA EFCJ,FINALÍSTICO,NÚMERO DE PROJETOS DE INVESTIMENTOS REALIZADOS (UNIDADE),2338 - MODERNIZAÇÃO E EXPANSÃO DO COMPLEXO TURÍSTICO DA EFCJ,5.0
3709 - RENOVAÇÃO DO COMPLEXO TURÍSTICO EFCJ,37000 - SECRETARIA DOS TRANSPORTES METROPOLITANOS,FINALÍSTICO,PRODUTO: MODERNIZAÇÃO E EXPANSÃO DO COMPLEXO TURÍSTICO DA EFCJ,FINALÍSTICO,PERCENTUAL DE AVANÇO FÍSICO DE MODERNIZAÇÃO E EXPANSÃO DA EFCJ (%),2338 - MODERNIZAÇÃO E EXPANSÃO DO COMPLEXO TURÍSTICO DA EFCJ,66.0
3813 - GESTÃO DA CUSTÓDIA DA POPULAÇÃO PENAL,38000 - SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA,FINALÍSTICO,PRODUTO: GESTÃO COMPARTILHADA DA OPERAÇÃO DAS UNIDADES PENITENCIÁRIAS DE REGIME FECHADO,FINALÍSTICO,NUMERO DE CUSTODIADOS ATENDIDOS (UNIDADE),6300 - GESTÃO COMPARTILHADA NA OPERAÇÃO DE UNIDADE PENITENCIÁRIA,3300.0
3813 - GESTÃO DA CUSTÓDIA DA POPULAÇÃO PENAL,38000 - SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA,FINALÍSTICO,PRODUTO: GESTÃO COMPARTILHADA DA OPERAÇÃO DAS UNIDADES PENITENCIÁRIAS DE REGIME FECHADO,FINALÍSTICO,NUMERO DE UNIDADE PRISIONAL COM GESTÃO COMPARTILHADA (UNIDADE),6300 - GESTÃO COMPARTILHADA NA OPERAÇÃO DE UNIDADE PENITENCIÁRIA,4.0
3813 - GESTÃO DA CUSTÓDIA DA POPULAÇÃO PENAL,38000 - SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA,FINALÍSTICO,PRODUTO: SERVIÇOS DE CUSTÓDIA PRESTADOS DE FORMA HUMANA E SEGURA,FINALÍSTICO,PERCENTUAL DE SESSÕES REALIZADAS POR TELEAUDIÊNCIA CRIMINAL (%),6139 - GESTÃO HUMANA E SEGURA DA CUSTÓDIA,28.82
3813 - GESTÃO DA CUSTÓDIA DA POPULAÇÃO PENAL,38000 - SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA,FINALÍSTICO,PRODUTO: SERVIÇOS DE CUSTÓDIA PRESTADOS DE FORMA HUMANA E SEGURA,FINALÍSTICO,PERCENTUAL DE UNIDADES PRISIONAIS EM REGIME FECHADO COM AUTOMATIZAÇÃO DAS CELAS (%),6139 - GESTÃO HUMANA E SEGURA DA CUSTÓDIA,100.0
3813 - GESTÃO DA CUSTÓDIA DA POPULAÇÃO PENAL,38000 - SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA,FINALÍSTICO,PRODUTO: SERVIÇOS DE NECESSIDADES MATERIAIS BÁSICAS EM APOIO À CUSTÓDIA REALIZADOS,FINALÍSTICO,NÚMERO DE CUSTODIADOS ATENDIDOS (UNIDADE),6141 - PROVISÃO DE SERVIÇOS DE NECESSIDADES MATERIAIS BÁSICAS AOS CUSTODIADOS,250960.0
3813 - GESTÃO DA CUSTÓDIA DA POPULAÇÃO PENAL,38000 - SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA,FINALÍSTICO,PRODUTO: SERVIÇOS HOSPITALARES E DE ASSISTÊNCIA À SAÚDE EM GERAL,FINALÍSTICO,PERCENTUAL DE UNIDADES PRISIONAIS COM EQUIPE MÍNIMA DE SAÚDE (%),6142 - PROVISÃO DE SERVIÇOS DE ATENÇÃO À SAÚDE,44.75
3813 - GESTÃO DA CUSTÓDIA DA POPULAÇÃO PENAL,38000 - SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA,FINALÍSTICO,PRODUTO: SERVIÇOS HOSPITALARES E DE ASSISTÊNCIA À SAÚDE EM GERAL,FINALÍSTICO,PROPORÇÃO DE CUSTODIADOS PELA SAP CONTAMINADOS COM TUBERCULOSE POR 100 MIL CUSTODIADOS (UNIDADE),6142 - PROVISÃO DE SERVIÇOS DE ATENÇÃO À SAÚDE,1178.27
3813 - GESTÃO DA CUSTÓDIA DA POPULAÇÃO PENAL,38000 - SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA,FINALÍSTICO,"PRODUTO: OBRAS DE REFORMAS,MODERNIZAÇÃO  E ADEQUAÇÕES PREDIAIS DO SISTEMA PRISIONAL",FINALÍSTICO,NÚMERO DE UNIDADES PRISIONAIS CONSERVADAS. (UNIDADE),"6167 - CONSERVAÇÃO,MODERNIZAÇÃO,MANUTENÇÃO,REPAROS DAS SEDES E UNIDADES PRISIONAIS.",184.0
3813 - GESTÃO DA CUSTÓDIA DA POPULAÇÃO PENAL,38000 - SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA,FINALÍSTICO,"PRODUTO: OBRAS DE REFORMAS,MODERNIZAÇÃO  E ADEQUAÇÕES PREDIAIS DO SISTEMA PRISIONAL",FINALÍSTICO,"PERCENTUAL DE UNIDADES PRISIONAIS, COM ETE E  OU LAGOAS DE TRATAMENTO, COM TRATAMENTO EFICIENTE (%)","6167 - CONSERVAÇÃO,MODERNIZAÇÃO,MANUTENÇÃO,REPAROS DAS SEDES E UNIDADES PRISIONAIS.",95.1
3813 - GESTÃO DA CUSTÓDIA DA POPULAÇÃO PENAL,38000 - SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA,FINALÍSTICO,PRODUTO: VAGAS DE CUSTÓDIA ATRAVÉS DE PPP,MELHORIA DE GESTÃO,CONSTRUÇÃO DE NOVAS UNIDADES PRISIONAIS A PARTIR DE PARCERIAS PÚBLICO PRIVADAS - PPP (UNIDADE),2504 - CONSTRUÇÃO DE COMPLEXOS PRISIONAIS EM PARCERIA PÚBLICO-PRIVADA,25.0
3813 - GESTÃO DA CUSTÓDIA DA POPULAÇÃO PENAL,38000 - SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA,FINALÍSTICO,PRODUTO: VAGAS DE CUSTÓDIA,MELHORIA DE GESTÃO,PERCENTUAL DE AVANÇO FÍSICO DA OBRA (%),2470 - EXPANSÃO DA INFRAESTRUTURA DE APOIO A CUSTÓDIA E A REINTEGRAÇÃO,50.0
3813 - GESTÃO DA CUSTÓDIA DA POPULAÇÃO PENAL,38000 - SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA,FINALÍSTICO,PRODUTO: SERVIÇOS ADMINISTRATIVOS E DE FORMAÇÃO AO SERVIDOR PARA APOIAR A CUSTÓDIA,MELHORIA DE GESTÃO,NUMERO DE SERVIDORES FORMADOS NO ANO (UNIDADE),6146 - SUPORTE ADMINISTRATIVO EM APOIO À CUSTÓDIA E REINTEGRAÇÃO,46920.0
3813 - GESTÃO DA CUSTÓDIA DA POPULAÇÃO PENAL,38000 - SECRETARIA DA ADMINISTRAÇÃO PENITENCIÁRIA,FINALÍSTICO,PRODUTO: SERVIÇOS ADMINISTRATIVOS E DE FORMAÇÃO AO SERVIDOR PARA APOIAR A CUSTÓDIA,MELHORIA DE GESTÃO,PERCENTUAL DE IMPLEMENTAÇÃO DO PROJETO DE MODERNIZAÇÃO DO PARQUE TECNOLÓGICO (%),6146 - SUPORTE ADMINISTRATIVO EM APOIO À CUSTÓDIA E REINTEGRAÇÃO,23.61
4001 - ADVOCACIA DO ESTADO,40000 - PROCURADORIA GERAL DO ESTADO,FINALÍSTICO,PRODUTO: REPRESENTAÇÃO JUDICIAL DO ESTADO E AUTARQUIAS,FINALÍSTICO,CELEBRAÇÃO DE ACORDOS JUDICIAIS E TERMOS DE AJUSTAMENTO DE CONDUTA (UNIDADE),6194 - CONTENCIOSO GERAL,30.0
4001 - ADVOCACIA DO ESTADO,40000 - PROCURADORIA GERAL DO ESTADO,FINALÍSTICO,PRODUTO: REPRESENTAÇÃO JUDICIAL DO ESTADO E AUTARQUIAS,FINALÍSTICO,NÚMERO DE ABSTENÇÃO DE INTERPOSIÇÃO DE RECURSOS (UNIDADE),6194 - CONTENCIOSO GERAL,80000.0
4001 - ADVOCACIA DO ESTADO,40000 - PROCURADORIA GERAL DO ESTADO,FINALÍSTICO,PRODUTO: IDENTIFICAÇÃO DE ÁREAS DE INTERESSE DO ESTADO,FINALÍSTICO,MANIFESTAÇÕES TÉCNICAS PRODUZIDAS (UNIDADE),5832 - MAPEAMENTO DE ÁREAS DE INTERESSE DO ESTADO,40.0
4001 - ADVOCACIA DO ESTADO,40000 - PROCURADORIA GERAL DO ESTADO,FINALÍSTICO,PRODUTO: IDENTIFICAÇÃO DE ÁREAS DE INTERESSE DO ESTADO,FINALÍSTICO,NÚMERO DE ÁREAS DE INTERESSE DO ESTADO IDENTIFICADAS (UNIDADE),5832 - MAPEAMENTO DE ÁREAS DE INTERESSE DO ESTADO,230.0
4001 - ADVOCACIA DO ESTADO,40000 - PROCURADORIA GERAL DO ESTADO,FINALÍSTICO,PRODUTO: ARRECADAÇÃO DA DÍVIDA ATIVA,FINALÍSTICO,RAZÃO DE RECUPERAÇÃO PRESENTE DA DÍVIDA ATIVA (%),6193 - CONTENCIOSO TRIBUTÁRIO-FISCAL,1.92
4001 - ADVOCACIA DO ESTADO,40000 - PROCURADORIA GERAL DO ESTADO,FINALÍSTICO,PRODUTO: ARRECADAÇÃO DA DÍVIDA ATIVA,FINALÍSTICO,TOTAL DE ARRECADAÇÃO DA DÍVIDA ATIVA (R$ BILHÕES),6193 - CONTENCIOSO TRIBUTÁRIO-FISCAL,2.9
4001 - ADVOCACIA DO ESTADO,40000 - PROCURADORIA GERAL DO ESTADO,FINALÍSTICO,PRODUTO: PARECERES JURÍDICOS E PROCEDIMENTOS DISCIPLINARES,FINALÍSTICO,PROCEDIMENTOS DISCIPLINARES PRESIDIDOS (UNIDADE),5841 - CONSULTORIA E ASSESSORIA JURÍDICA,6741.0
4001 - ADVOCACIA DO ESTADO,40000 - PROCURADORIA GERAL DO ESTADO,FINALÍSTICO,PRODUTO: MODERNIZAÇÃO DA TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,MELHORIA DE GESTÃO,EQUIPAMENTOS ADQUIRIDOS (UNIDADE),5892 - MANUTENÇÃO E MODERNIZAÇÃO TECNOLÓGICA,1300.0
4001 - ADVOCACIA DO ESTADO,40000 - PROCURADORIA GERAL DO ESTADO,FINALÍSTICO,PRODUTO: MODERNIZAÇÃO DA TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,MELHORIA DE GESTÃO,NÚMERO DE SISTEMAS CORPORATIVOS (UNIDADE),5892 - MANUTENÇÃO E MODERNIZAÇÃO TECNOLÓGICA,17.0
4004 - CENTRO DE ESTUDOS,40000 - PROCURADORIA GERAL DO ESTADO,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,"PRODUTO: CURSOS, TREINAMENTOS E PUBLICAÇÕES OFERTADAS PELO CE E ESPGE",MELHORIA DE GESTÃO,NÚMERO DE CERTIFICADOS EXPEDIDOS (UNIDADE),"5836 - APRIMORAMENTO, FORMAÇÃO CONTINUADA E DIFUSÃO DO CONHECIMENTO JURÍDICO",1200.0
4004 - CENTRO DE ESTUDOS,40000 - PROCURADORIA GERAL DO ESTADO,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,"PRODUTO: CURSOS, TREINAMENTOS E PUBLICAÇÕES OFERTADAS PELO CE E ESPGE",MELHORIA DE GESTÃO,NÚMERO DE TURMAS FORMADAS NOS CURSOS DA ESCOLA SUPERIOR DA PROCURADORIA GERAL DO ESTADO (UNIDADE),"5836 - APRIMORAMENTO, FORMAÇÃO CONTINUADA E DIFUSÃO DO CONHECIMENTO JURÍDICO",1.0
4109 - FOMENTO A ATIVIDADE ESPORTIVA E DE LAZER,41000 - SECRETARIA DE ESPORTES,FINALÍSTICO,PRODUTO: INCENTIVO PAULISTA AO ESPORTE - LEI PAULISTA DE INCENTIVO AO ESPORTE,FINALÍSTICO,PROJETOS APROVADOS (UNIDADE),8244 - INCENTIVO PAULISTA AO ESPORTE – LEI NO 13.918/2009,758.0
4109 - FOMENTO A ATIVIDADE ESPORTIVA E DE LAZER,41000 - SECRETARIA DE ESPORTES,FINALÍSTICO,PRODUTO: INCENTIVO PAULISTA AO ESPORTE - LEI PAULISTA DE INCENTIVO AO ESPORTE,FINALÍSTICO,PROJETOS EFETIVADOS (UNIDADE),8244 - INCENTIVO PAULISTA AO ESPORTE – LEI NO 13.918/2009,270.0
4109 - FOMENTO A ATIVIDADE ESPORTIVA E DE LAZER,41000 - SECRETARIA DE ESPORTES,FINALÍSTICO,PRODUTO: APOIO E ORGANIZAÇÃO DE ESPORTES ELETRONICOS,FINALÍSTICO,MUNICIPIOS ATENDIDOS (UNIDADE),8317 - AÇÃO – E-ESPORTE,32.0
4109 - FOMENTO A ATIVIDADE ESPORTIVA E DE LAZER,41000 - SECRETARIA DE ESPORTES,FINALÍSTICO,PRODUTO: APOIO E ORGANIZAÇÃO DE ESPORTES ELETRONICOS,FINALÍSTICO,QUANTIDADE DE PARTICIPANTES (UNIDADE),8317 - AÇÃO – E-ESPORTE,2420.0
4109 - FOMENTO A ATIVIDADE ESPORTIVA E DE LAZER,41000 - SECRETARIA DE ESPORTES,FINALÍSTICO,PRODUTO: REALIZAÇÃO E APOIO DE EVENTOS DE CARÁTER COMPETITIVO,FINALÍSTICO,NÚMERO DE ATLETAS PARTICIPANTES NOS DEMAIS EVENTOS COMPETITIVOS ESTABELECIDOS NO CALENDÁRIO OFICIAL DACOORDENADORIA DE ESPORTES (UNIDADE),5131 - REALIZAÇÃO E APOIO AOS EVENTOS DE CARÁTER COMPETITIVO,180000.0
4109 - FOMENTO A ATIVIDADE ESPORTIVA E DE LAZER,41000 - SECRETARIA DE ESPORTES,FINALÍSTICO,PRODUTO: REALIZAÇÃO E APOIO DE EVENTOS DE CARÁTER COMPETITIVO,FINALÍSTICO,QUANTIDADE DE ATLETAS PARTICIPANTES NOS EVENTOS COMPETITIVOS EM ÂMBITO ESCOLAR (UNIDADE),5131 - REALIZAÇÃO E APOIO AOS EVENTOS DE CARÁTER COMPETITIVO,345000.0
4109 - FOMENTO A ATIVIDADE ESPORTIVA E DE LAZER,41000 - SECRETARIA DE ESPORTES,FINALÍSTICO,PRODUTO: INICIAÇÃO E TREINAMENTO ESPORTIVO EM DIVERSAS MODALIDADES,FINALÍSTICO,CENTRO DE INICIAÇÃO - ESPORTE SOCIAL (UNIDADE),5116 - CENTRO DE  INICIAÇÃO E TREINAMENTO ESPORTIVO,75.0
